genome_id,NCBI_genus,NCBI_species,accession_numbers_all,BioSample,completeness,topology_longest_contig,contigger_used,number_of_replicons_contigs,number_of_plasmids,number_of_extrachromosomal,longest_contig_length (bp),total_assembly_length (bp),nanopore_coverage,1034_N50 (bp),1034_total_read_length (bp,illumina_read_pairs,polypolish_depth_of_zero (bp),longest_contig_total_genes,longest_contig_CDS_w_protein,rRNAs_longest_contig,tRNAs_longest_contig,GC_percent_genome (%),complete_BUSCOs_act_class,complete_single_copy_BUSCOs_act_class,complete_duplicated_BUSCOs_act_class,fragmented_BUSCOs_act_class,missing_BUSCOs_act_class,total_BUSCOs_searched_act_class,TIR_length_complete_Streptomyces (bp),filtlong keep-percent,genus_gtdb,species_gtdb,MASH_species,assigned_species,Assembly,Level,WGS,Chrs,Strain,Taxonomy,source
NBC_01697,Streptomyces,mirabilis,"JAPEQK010000001,JAPEQK010000002,JAPEQK010000003,JAPEQK010000004,JAPEQK010000005,JAPEQK010000006",SAMN30553420,near-complete,linear,flye-contigger NBC_01697,6,0,0,10564508,10596390,86x,13375,999337158,7033911,142,9645,9072,"6, 6, 6 (5S, 16S, 23S)",73,70.06,354,349,5,2,0,356,,,Streptomyces,Streptomyces mirabilis,,Streptomyces mirabilis,GCA_026339635.1,Contig,JAPEQK000000000,undefined,NBC_01697,Streptomyces mirabilis,custom
NBC_01699,Micromonospora,sp.,CP109199,SAMN30553421,chromosome,circular,flye-contigger NBC_01699,1,0,0,8280328,8280328,36x,14149,308635129,6308214,113,6916,6733,"3, 3, 3 (5S, 16S, 23S)",58,70.9,353,348,5,1,2,356,,,Micromonospora_G,Micromonospora_G sp.,sp_mash_200,Micromonospora_G sp. (sp_mash_200),GCA_036250065.1,Complete genome,undefined,1,NBC_01699,Micromonospora sp. NBC_01699,custom
NBC_01701,Streptomyces,cellulosae,"CP109197,CP109198",SAMN30553422,chromosome,linear,npgm-contigger NBC_01701,2,1,0,7491899,7936728,20x,15897,169506793,8546054,350,7167,6906,"6, 6, 6 (5S, 16S, 23S)",73,71.98,355,355,0,1,0,356,86819.0,,Streptomyces,Streptomyces cellulosae,,Streptomyces cellulosae,GCA_036249765.1,Complete genome,undefined,2,NBC 01701,Streptomyces cellulosae,custom
NBC_01703,Streptomyces,cellulosae,"CP109194,CP109195,CP109196",SAMN30553423,chromosome,linear,npgm-contigger NBC_01703,3,2,0,7597655,8194106,71x,11569,611965305,9090370,569,7393,7120,"6, 6, 6 (5S, 16S, 23S)",74,71.96,355,355,0,1,0,356,86689.0,,Streptomyces,Streptomyces cellulosae,,Streptomyces cellulosae,GCA_036249465.1,Complete genome,undefined,3,NBC 01703,Streptomyces cellulosae,custom
NBC_01706,Streptomyces,cellulosae,CP109193,SAMN30553424,chromosome,linear,flye-contigger NBC_01706,1,0,0,7350036,7350036,294x,12482,2246914509,5742423,42,6711,6467,"6, 6, 6 (5S, 16S, 23S)",70,72.24,355,355,0,1,0,356,18596.0,,Streptomyces,Streptomyces cellulosae,,Streptomyces cellulosae,GCA_036249245.1,Complete genome,undefined,1,NBC 01706,Streptomyces cellulosae,custom
NBC_01707,Streptomyces,sp.,"CP109190,CP109191,CP109192",SAMN30553425,chromosome,linear,flye-contigger NBC_01707,3,1,1,9577546,9899169,26x,14275,277982305,15109346,32,8851,8385,"6, 6, 6 (5S, 16S, 23S)",71,69.43,355,353,2,1,0,356,,,Streptomyces,Streptomyces sp900116325,,Streptomyces sp900116325,GCA_041438805.1,Complete genome,undefined,3,NBC_01707,Streptomyces sp. NBC_01707,custom
NBC_01708,Streptomyces,sp.,"CP109188,CP109189",SAMN30553426,chromosome,linear,flye-contigger NBC_01708,2,1,0,7765644,8081901,236x,11308,1942822311,8721938,135,7405,7092,"6, 6, 6 (5S, 16S, 23S)",70,71.25,355,354,1,1,0,356,,,Streptomyces,Streptomyces sp002711365,,Streptomyces sp002711365,GCA_036248545.1,Complete genome,undefined,2,NBC_01708,Streptomyces sp. NBC_01708,custom
NBC_01711,Streptomyces,cellulosae,"CP109184,CP109185,CP109186,CP109187",SAMN30553427,chromosome,linear,npgm-contigger NBC_01711,4,3,0,7601306,8185416,74x,15572,658648559,6886935,255,7416,7151,"6, 6, 6 (5S, 16S, 23S)",74,71.98,355,355,0,1,0,356,86827.0,,Streptomyces,Streptomyces cellulosae,,Streptomyces cellulosae,GCA_036248335.1,Complete genome,undefined,4,NBC 01711,Streptomyces cellulosae,custom
NBC_01714,Streptomyces,mirabilis,CP109183,SAMN30553428,chromosome,linear,npgm-contigger NBC_01714,1,0,0,12275813,12275813,33x,13999,420417962,6664360,1773,11275,10548,"6, 6, 6 (5S, 16S, 23S)",76,70.08,354,350,4,2,0,356,529744.0,50.0,Streptomyces,Streptomyces mirabilis,,Streptomyces mirabilis,GCA_036248315.1,Complete genome,undefined,1,NBC 01714,Streptomyces mirabilis,custom
NBC_01715,Streptomyces,sp.,CP109182,SAMN30553429,chromosome,linear,npgm-contigger NBC_01715,1,0,0,10093486,10093486,142x,13356,1411485874,5840531,98,8530,8200,"6, 6, 6 (5S, 16S, 23S)",72,71.77,355,353,2,1,0,356,444714.0,,Streptomyces,Streptomyces sp008042115,,Streptomyces sp008042115,GCA_036248295.1,Complete genome,undefined,1,NBC_01715,Streptomyces sp. NBC_01715,custom
NBC_01716,Streptomyces,sp.,CP109181,SAMN30553430,chromosome,linear,npgm-contigger NBC_01716,1,0,0,8672617,8672617,49x,12166,438855215,7391027,16,7707,7381,"6, 6, 6 (5S, 16S, 23S)",65,70.17,356,353,3,0,0,356,75844.0,,Streptomyces,Streptomyces sp.,sp_mash_214,Streptomyces sp. (sp_mash_214),GCA_036248275.1,Complete genome,undefined,1,NBC_01716,Streptomyces sp. NBC_01716,custom
NBC_01717,Streptomyces,sp.,"CP109178,CP109179,CP109180",SAMN30553431,chromosome,linear,flye-contigger NBC_01717,3,2,0,9334094,10196823,41x,19483,435068274,13387072,21,9137,8563,"6, 6, 6 (5S, 16S, 23S)",69,69.37,354,351,3,2,0,356,46334.0,50.0,Streptomyces,Streptomyces sp900116325,,Streptomyces sp900116325,GCA_036248255.1,Complete genome,undefined,3,NBC_01717,Streptomyces sp. NBC_01717,custom
NBC_01718,Streptomyces,sp.,"CP109174,CP109175,CP109176,CP109177",SAMN30553432,chromosome,linear,flye-contigger NBC_01718,4,2,1,9017262,9111388,18x,10156,178337123,7218965,104,8159,7736,"6, 6, 6 (5S, 16S, 23S)",68,69.65,355,354,1,1,0,356,,,Streptomyces,Streptomyces sp900116325,,Streptomyces sp900116325,GCA_041438725.1,Complete genome,undefined,4,NBC_01718,Streptomyces sp. NBC_01718,custom
NBC_01719,Streptomyces,sp.,"JAPEQL010000001,JAPEQL010000002,JAPEQL010000003,JAPEQL010000004,JAPEQL010000005,JAPEQL010000006,JAPEQL010000007",SAMN30553433,near-complete,linear,flye-contigger NBC_01719,7,0,0,9678704,12598022,100x,7330,1276077287,6720524,16,11757,10781,"7, 7, 7 (5S, 16S, 23S)",77,69.75,354,348,6,2,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_004,Streptomyces sp. (sp_mash_004),GCA_026339655.1,Contig,JAPEQL000000000,undefined,NBC_01719,Streptomyces sp. NBC_01719,custom
NBC_01721,[Kitasatospora],papulosa,"JAPEQM010000001,JAPEQM010000002,JAPEQM010000003,JAPEQM010000004,JAPEQM010000005,JAPEQM010000006,JAPEQM010000007,JAPEQM010000008,JAPEQM010000009,JAPEQM010000010,JAPEQM010000011,JAPEQM010000012,JAPEQM010000013",SAMN30553434,near-complete,linear,flye-contigger NBC_01721,13,0,0,1447251,7506106,9x,6870,74672059,6974620,81,6657,6451,"6, 6, 6 (5S, 16S, 23S)",69,71.08,355,355,0,1,0,356,,,Streptomyces,Streptomyces papulosus,,Streptomyces papulosus,GCA_026339595.1,Contig,JAPEQM000000000,undefined,NBC_01721,[Kitasatospora] papulosa,custom
NBC_01722,Streptomyces,albidoflavus,CP109173,SAMN30553435,chromosome,linear,flye-contigger NBC_01722,1,0,0,7036030,7036030,194x,15738,1391261494,5939079,7417,6123,5914,"7, 7, 7 (5S, 16S, 23S)",67,73.38,354,351,3,1,1,356,269.0,,Streptomyces,Streptomyces albidoflavus,,Streptomyces albidoflavus,GCA_036247045.1,Complete genome,undefined,1,NBC 01722,Streptomyces albidoflavus,custom
NBC_01723,Streptomyces,sp.,"CP109171,CP109172",SAMN30553436,chromosome,linear,npgm-contigger NBC_01723,2,1,0,8762255,8850041,55x,17434,532048259,7240579,206,8277,7837,"6, 6, 6 (5S, 16S, 23S)",67,71.66,355,351,4,1,0,356,123659.0,50.0,Streptomyces,Streptomyces sp003947455,,Streptomyces sp003947455,GCA_036246005.1,Complete genome,undefined,2,NBC_01723,Streptomyces sp. NBC_01723,custom
NBC_01724,Streptomyces,sp.,"CP109169,CP109170",SAMN30553437,chromosome,linear,npgm-contigger NBC_01724,2,1,0,9284291,10074909,18x,34078,182303394,7467107,385,9090,8569,"6, 6, 6 (5S, 16S, 23S)",70,69.32,355,350,5,1,0,356,25304.0,25.0,Streptomyces,Streptomyces sp.,sp_mash_001,Streptomyces sp. (sp_mash_001),GCA_036244815.1,Complete genome,undefined,2,NBC_01724,Streptomyces sp. NBC_01724,custom
NBC_01725,Streptomyces,sp.,"CP109167,CP109168",SAMN30553438,chromosome,linear,flye-contigger NBC_01725,2,1,0,8026203,8050796,85x,8665,737362668,6762595,1102,6961,6686,"6, 6, 6 (5S, 16S, 23S)",72,70.81,355,355,0,1,0,356,4019.0,,Streptomyces,Streptomyces sp010384365,,Streptomyces sp010384365,GCA_036243895.1,Complete genome,undefined,2,NBC_01725,Streptomyces sp. NBC_01725,custom
NBC_01726,Nonomuraea,glycinis,CP109166,SAMN30553439,chromosome,circular,flye-contigger NBC_01726,1,0,0,9637852,9637852,16x,12464,165364994,8843003,10,9053,8874,"5, 5, 5 (5S, 16S, 23S)",62,70.27,355,349,6,0,1,356,,,Nonomuraea,Nonomuraea glycinis,,Nonomuraea glycinis,GCA_035920485.1,Complete genome,undefined,1,NBC 01726,Nonomuraea glycinis,custom
NBC_01727,Streptomyces,sp.,"CP109163,CP109164,CP109165",SAMN30553440,chromosome,linear,flye-contigger NBC_01727,3,2,0,9007015,9860799,23x,23270,244258250,7691763,116,8939,8390,"6, 6, 6 (5S, 16S, 23S)",70,69.37,355,354,1,1,0,356,17836.0,25.0,Streptomyces,Streptomyces sp900116325,,Streptomyces sp900116325,GCA_035920465.1,Complete genome,undefined,3,NBC_01727,Streptomyces sp. NBC_01727,custom
NBC_01728,Streptomyces,sp.,"JAPEQN010000001,JAPEQN010000002,JAPEQN010000003,JAPEQN010000004",SAMN30553441,near-complete,linear,flye-contigger NBC_01728,4,0,0,11027339,12709119,48x,15629,640114641,7368002,52,11861,10875,"7, 7, 7 (5S, 16S, 23S)",77,69.76,354,348,6,2,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_004,Streptomyces sp. (sp_mash_004),GCA_026339615.1,Contig,JAPEQN000000000,undefined,NBC_01728,Streptomyces sp. NBC_01728,custom
NBC_01730,Nocardia,sp.,CP109162,SAMN30553442,chromosome,circular,flye-contigger NBC_01730,1,0,0,8676891,8676891,33x,13104,297870375,7759416,4,7204,6900,"3, 3, 3 (5S, 16S, 23S)",49,66.63,356,350,6,0,0,356,,,Nocardia,Nocardia sp.,sp_mash_094,Nocardia sp. (sp_mash_094),GCA_035920445.1,Complete genome,undefined,1,NBC_01730,Nocardia sp. NBC_01730,custom
NBC_01732,Streptomyces,sp.,"CP109157,CP109158,CP109159,CP109160,CP109161",SAMN30553443,chromosome,linear,flye-contigger NBC_01732,5,3,1,9123778,9917334,223x,9809,2261557868,5205528,76,8849,8337,"6, 6, 6 (5S, 16S, 23S)",71,70.62,354,350,4,1,1,356,4472.0,,Streptomyces,Streptomyces sp003846175,,Streptomyces sp003846175,GCA_041438685.1,Complete genome,undefined,5,NBC_01732,Streptomyces sp. NBC_01732,custom
NBC_01734,Micromonospora,ureilytica,CP109156,SAMN30553444,chromosome,circular,flye-contigger NBC_01734,1,0,0,7330286,7330286,24x,9483,187094138,7852384,18,6784,6627,"3, 3, 3 (5S, 16S, 23S)",50,70.83,351,344,7,2,3,356,,,Micromonospora,Micromonospora ureilytica,,Micromonospora ureilytica,GCA_035920425.1,Complete genome,undefined,1,NBC 01734,Micromonospora ureilytica,custom
NBC_01735,Streptomyces,europaeiscabiei,"CP109154,CP109155",SAMN30553445,chromosome,linear,npgm-contigger NBC_01735,2,1,0,11421100,11671850,75x,9289,896459018,6042075,540,10317,9695,"6, 6, 6 (5S, 16S, 23S)",78,70.57,355,350,5,1,0,356,184228.0,,Streptomyces,Streptomyces europaeiscabiei,,Streptomyces europaeiscabiei,GCA_035962435.1,Complete genome,undefined,2,NBC 01735,Streptomyces europaeiscabiei,custom
NBC_01737,Dactylosporangium,sp.,CP109153,SAMN30553446,chromosome,circular,flye-contigger NBC_01737,1,0,0,13942900,13942900,23x,20928,354308693,6903119,197855,12909,12441,"3, 3, 3 (5S, 16S, 23S)",90,71.83,341,335,6,8,7,356,,70.0,Dactylosporangium,Dactylosporangium sp.,sp_mash_186,Dactylosporangium sp. (sp_mash_186),GCA_035963215.1,Complete genome,undefined,1,NBC_01737,Dactylosporangium sp. NBC_01737,custom
NBC_01738,Nonomuraea,sp.,CP109152,SAMN30553447,chromosome,circular,flye-contigger NBC_01738,1,0,0,9089626,9089626,57x,15381,541128991,6738485,208161,8646,8429,"5, 5, 5 (5S, 16S, 23S)",61,70.51,351,345,6,4,1,356,,,Nonomuraea,Nonomuraea sp.,sp_mash_205,Nonomuraea sp. (sp_mash_205),GCA_035920405.1,Complete genome,undefined,1,NBC_01738,Nonomuraea sp. NBC_01738,custom
NBC_01739,Micromonospora,sp.,CP109151,SAMN30553448,chromosome,circular,flye-contigger NBC_01739,1,0,0,6230050,6230050,133x,15245,846969376,7839351,75,5667,5516,"3, 3, 3 (5S, 16S, 23S)",51,70.63,351,349,2,2,3,356,,,Micromonospora,Micromonospora sp.,sp_mash_239,Micromonospora sp. (sp_mash_239),GCA_035920385.1,Complete genome,undefined,1,NBC_01739,Micromonospora sp. NBC_01739,custom
NBC_01740,Micromonospora,sp.,CP109150,SAMN30553449,chromosome,circular,flye-contigger NBC_01740,1,0,0,7317348,7317348,51x,12055,387973857,9806568,91,6381,6227,"4, 4, 4 (5S, 16S, 23S)",50,73.37,352,346,6,2,2,356,,,Micromonospora,Micromonospora sp004345505,,Micromonospora sp004345505,GCA_035920365.1,Complete genome,undefined,1,NBC_01740,Micromonospora sp. NBC_01740,custom
NBC_01741,Streptomyces,mirabilis,"JAPEQO010000001,JAPEQO010000002,JAPEQO010000003,JAPEQO010000004,JAPEQO010000005,JAPEQO010000006,JAPEQO010000007,JAPEQO010000008,JAPEQO010000009,JAPEQO010000010,JAPEQO010000011,JAPEQO010000012,JAPEQO010000013,JAPEQO010000014,JAPEQO010000015,JAPEQO010000016,JAPEQO010000017,JAPEQO010000018,JAPEQO010000019",SAMN30553450,near-complete,linear,flye-contigger NBC_01741,19,0,0,9068442,13283183,17x,5758,257357056,5866909,41,12206,11384,"6, 6, 6 (5S, 16S, 23S)",78,70.05,354,347,7,2,0,356,,,Streptomyces,Streptomyces mirabilis,,Streptomyces mirabilis,GCA_026339575.1,Contig,JAPEQO000000000,undefined,NBC_01741,Streptomyces mirabilis,custom
NBC_01743,Nocardia,vinacea,CP109149,SAMN30553451,chromosome,circular,flye-contigger NBC_01743,1,0,0,10358337,10358337,98x,17237,1043200374,5922859,17,9396,9096,"3, 3, 3 (5S, 16S, 23S)",62,65.38,355,349,6,1,0,356,,,Nocardia,Nocardia vinacea,,Nocardia vinacea,GCA_035920345.1,Complete genome,undefined,1,NBC 01743,Nocardia vinacea,custom
NBC_01744,Streptomyces,sp.,CP109148,SAMN30553452,chromosome,linear,npgm-contigger NBC_01744,1,0,0,10090444,10090444,62x,11606,629441682,4678930,642,9185,8616,"6, 6, 6 (5S, 16S, 23S)",73,69.4,355,348,7,1,0,356,294289.0,,Streptomyces,Streptomyces sp.,sp_mash_001,Streptomyces sp. (sp_mash_001),GCA_035920325.1,Complete genome,undefined,1,NBC_01744,Streptomyces sp. NBC_01744,custom
NBC_01745,Streptomyces,globisporus,"CP109146,CP109147",SAMN30553453,chromosome,linear,npgm-contigger NBC_01745,2,1,0,7857971,8089848,107x,13975,885194473,5691181,126,7365,7109,"6, 6, 6 (5S, 16S, 23S)",68,71.42,355,352,3,1,0,356,287.0,,Streptomyces,Streptomyces globisporus,,Streptomyces globisporus,GCA_035919765.1,Complete genome,undefined,2,NBC 01745,Streptomyces globisporus,custom
NBC_01746,Streptomyces,glauciniger,"CP109144,CP109145",SAMN30553454,chromosome,linear,npgm-contigger NBC_01746,2,1,0,9513205,9855591,49x,21112,503895194,4651419,391,8926,8542,"6, 6, 6 (5S, 16S, 23S)",76,72.06,355,352,3,1,0,356,107676.0,,Streptomyces,Streptomyces glauciniger,,Streptomyces glauciniger,GCA_035918135.1,Complete genome,undefined,2,NBC 01746,Actinacidiphila glaucinigra,custom
NBC_01747,Streptomyces,albidoflavus,"CP109142,CP109143",SAMN30553455,chromosome,linear,flye-contigger NBC_01747,2,0,1,7184798,7209897,100x,16080,731304476,5427110,583,6297,6105,"7, 7, 7 (5S, 16S, 23S)",67,73.31,354,351,3,1,1,356,,,Streptomyces,Streptomyces albidoflavus,,Streptomyces albidoflavus,GCA_041438665.1,Complete genome,undefined,2,NBC 01747,Streptomyces albidoflavus,custom
NBC_01749,Streptomyces,cyaneofuscatus,"CP109140,CP109141",SAMN30553456,chromosome,linear,flye-contigger NBC_01749,2,1,0,7942995,7998820,163x,25415,1340780221,5127856,496,7141,6916,"6, 6, 6 (5S, 16S, 23S)",66,71.54,355,353,2,1,0,356,28619.0,,Streptomyces,Streptomyces cyaneofuscatus,,Streptomyces cyaneofuscatus,GCA_035918115.1,Complete genome,undefined,2,NBC 01749,Streptomyces cyaneofuscatus,custom
NBC_01750,Streptomyces,sp.,"CP109137,CP109138,CP109139",SAMN30553457,chromosome,linear,flye-contigger NBC_01750,3,2,0,8885979,8982053,34x,14954,324211909,5194318,30,8123,7674,"6, 6, 6 (5S, 16S, 23S)",72,69.46,355,352,3,1,0,356,32684.0,,Streptomyces,Streptomyces sp.,sp_mash_046,Streptomyces sp. (sp_mash_046),GCA_035918095.1,Complete genome,undefined,3,NBC_01750,Streptomyces sp. NBC_01750,custom
NBC_01751,Streptomyces,sp.,CP109136,SAMN30553458,chromosome,linear,npgm-contigger NBC_01751,1,0,0,9848585,9848585,52x,19903,524333302,5529234,342,8988,8440,"6, 6, 6 (5S, 16S, 23S)",77,69.39,355,348,7,1,0,356,272692.0,,Streptomyces,Streptomyces sp.,sp_mash_001,Streptomyces sp. (sp_mash_001),GCA_035918075.1,Complete genome,undefined,1,NBC_01751,Streptomyces sp. NBC_01751,custom
NBC_01752,Streptomyces,phaeochromogenes,CP109135,SAMN30553459,chromosome,linear,npgm-contigger NBC_01752,1,0,0,12190075,12190075,27x,13705,353310928,6901801,1659,10666,10339,"6, 6, 6 (5S, 16S, 23S)",73,70.03,355,350,5,1,0,356,40639.0,,Streptomyces,Streptomyces phaeochromogenes,,Streptomyces phaeochromogenes,GCA_035918055.1,Complete genome,undefined,1,NBC 01752,Streptomyces phaeochromogenes,custom
NBC_01753,Streptomyces,hirsutus,CP109134,SAMN30553460,near-complete,linear,flye-contigger NBC_01753,1,0,0,8843894,8843894,120x,9207,1102644866,4694307,128,7991,7410,"6, 6, 6 (5S, 16S, 23S)",71,71.11,356,352,4,0,0,356,,,Streptomyces,Streptomyces hirsutus,,Streptomyces hirsutus,GCA_035918035.1,Complete genome,undefined,1,NBC 01753,Streptomyces hirsutus,custom
NBC_01754,Streptomyces,sp.,"CP109132,CP109133",SAMN30553461,chromosome,linear,npgm-contigger NBC_01754,2,1,0,7738802,7774921,27x,15939,229284603,5245159,625,6581,6292,"6, 6, 6 (5S, 16S, 23S)",69,71.29,354,354,0,1,1,356,380103.0,25.0,Streptomyces,Streptomyces sp.,sp_mash_180,Streptomyces sp. (sp_mash_180),GCA_035918015.1,Complete genome,undefined,2,NBC_01754,Streptomyces sp. NBC_01754,custom
NBC_01755,Streptosporangium,sp.,CP109131,SAMN30553462,chromosome,circular,flye-contigger NBC_01755,1,0,0,8149094,8149094,35x,20483,288980442,6381003,2,7478,7209,"6, 6, 6 (5S, 16S, 23S)",64,69.18,354,350,4,2,0,356,,50.0,Streptosporangium,Streptosporangium sp.,sp_mash_054,Streptosporangium sp. (sp_mash_054),GCA_035917995.1,Complete genome,undefined,1,NBC_01755,Streptosporangium sp. NBC_01755,custom
NBC_01756,Streptosporangium,sp.,CP109130,SAMN30553463,chromosome,circular,flye-contigger NBC_01756,1,0,0,9002924,9002924,19x,7855,176276749,6929980,71,8197,7988,"6, 6, 6 (5S, 16S, 23S)",63,69.6,354,349,5,1,1,356,,,Streptosporangium,Streptosporangium sp.,sp_mash_072,Streptosporangium sp. (sp_mash_072),GCA_035917975.1,Complete genome,undefined,1,NBC_01756,Streptosporangium sp. NBC_01756,custom
NBC_01757,Micromonospora,peucetia,"JAPEQP010000001,JAPEQP010000002,JAPEQP010000003,JAPEQP010000004,JAPEQP010000005,JAPEQP010000006,JAPEQP010000007",SAMN30553464,near-complete,linear,flye-contigger NBC_01757,7,0,0,2845121,7185853,31x,10386,223701215,6020453,1010,6222,6047,"4, 2, 4 (5S, 16S, 23S)",50,72.38,352,348,4,2,2,356,,,Micromonospora,Micromonospora peucetia,,Micromonospora peucetia,GCA_026339535.1,Contig,JAPEQP000000000,undefined,NBC_01757,Micromonospora peucetia,custom
NBC_01758,Streptomyces,virginiae,"CP109127,CP109128,CP109129",SAMN30553465,chromosome,linear,flye-contigger NBC_01758,3,2,0,8809469,8952109,85x,14514,783854617,4493801,817,8295,7993,"7, 7, 7 (5S, 16S, 23S)",75,71.71,355,352,3,1,0,356,,,Streptomyces,Streptomyces virginiae_A,,Streptomyces virginiae_A,GCA_035917955.1,Complete genome,undefined,3,NBC 01758,Streptomyces virginiae,custom
NBC_01759,Streptomyces,anulatus,"CP109125,CP109126",SAMN30553466,chromosome,linear,flye-contigger NBC_01759,2,1,0,8723954,9115253,35x,18480,328700341,6259019,53,8026,7761,"6, 6, 6 (5S, 16S, 23S)",71,71.59,355,355,0,1,0,356,236.0,,Streptomyces,Streptomyces anulatus,,Streptomyces anulatus,GCA_035917915.1,Complete genome,undefined,2,NBC 01759,Streptomyces anulatus,custom
NBC_01760,Streptomyces,sp.,CP109124,SAMN30553467,chromosome,linear,flye-contigger NBC_01760,1,0,0,9099298,9099298,54x,20826,516311398,6630754,6,8239,7862,"6, 6, 6 (5S, 16S, 23S)",70,69.57,355,351,4,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_001,Streptomyces sp. (sp_mash_001),GCA_035917935.1,Complete genome,undefined,1,NBC_01760,Streptomyces sp. NBC_01760,custom
NBC_01761,Streptomyces,sp.,CP109123,SAMN30553468,chromosome,linear,npgm-contigger NBC_01761,1,0,0,9789246,9789246,54x,14807,526325974,6735196,317,8862,8319,"6, 6, 6 (5S, 16S, 23S)",73,69.46,355,348,7,1,0,356,291550.0,,Streptomyces,Streptomyces sp.,sp_mash_001,Streptomyces sp. (sp_mash_001),GCA_035917895.1,Complete genome,undefined,1,NBC_01761,Streptomyces sp. NBC_01761,custom
NBC_01762,Streptomyces,sp.,CP109122,SAMN30553469,chromosome,linear,npgm-contigger NBC_01762,1,0,0,9829227,9829227,65x,15870,642376460,4912185,42,8894,8349,"6, 6, 6 (5S, 16S, 23S)",74,69.49,355,349,6,1,0,356,278451.0,,Streptomyces,Streptomyces sp.,sp_mash_001,Streptomyces sp. (sp_mash_001),GCA_035917875.1,Complete genome,undefined,1,NBC_01762,Streptomyces sp. NBC_01762,custom
NBC_01763,Streptomyces,sp.,CP109121,SAMN30553470,chromosome,linear,npgm-contigger NBC_01763,1,0,0,9932863,9932863,69x,20463,691493323,7952969,339,8995,8448,"6, 6, 6 (5S, 16S, 23S)",73,69.44,355,348,7,1,0,356,304633.0,,Streptomyces,Streptomyces sp.,sp_mash_001,Streptomyces sp. (sp_mash_001),GCA_035917855.1,Complete genome,undefined,1,NBC_01763,Streptomyces sp. NBC_01763,custom
NBC_01764,Streptomyces,sp.,"JAPEQQ010000001,JAPEQQ010000002,JAPEQQ010000003,JAPEQQ010000004,JAPEQQ010000005,JAPEQQ010000006,JAPEQQ010000007,JAPEQQ010000008,JAPEQQ010000009",SAMN30553471,near-complete,linear,flye-contigger NBC_01764,9,0,0,4918706,13440082,13x,10868,188973106,8143792,238,12391,11432,"7, 7, 7 (5S, 16S, 23S)",76,69.79,355,349,6,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_004,Streptomyces sp. (sp_mash_004),GCA_026339555.1,Contig,JAPEQQ000000000,undefined,NBC_01764,Streptomyces sp. NBC_01764,custom
NBC_01766,Streptomyces,sp.,"CP109118,CP109119,CP109120",SAMN30553472,chromosome,linear,flye-contigger NBC_01766,3,2,0,7895716,8271519,62x,18274,529035074,7357968,143,7392,7085,"6, 6, 6 (5S, 16S, 23S)",66,70.07,355,354,1,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_014,Streptomyces sp. (sp_mash_014),GCA_035917815.1,Complete genome,undefined,3,NBC_01766,Streptomyces sp. NBC_01766,custom
NBC_01767,Streptomyces,sp.,"JAPEQR010000001,JAPEQR010000002,JAPEQR010000003,JAPEQR010000004,JAPEQR010000005,JAPEQR010000006",SAMN30553473,near-complete,linear,flye-contigger NBC_01767,6,0,0,9604142,10567087,152x,13385,1671993286,7059225,69,9486,8870,"6, 6, 6 (5S, 16S, 23S)",70,70.42,355,350,5,1,0,356,,,Streptomyces,Streptomyces sp003846175,,Streptomyces sp003846175,GCA_026339515.1,Contig,JAPEQR000000000,undefined,NBC_01767,Streptomyces sp. NBC_01767,custom
NBC_01768,Streptomyces,sp.,"CP109115,CP109116,CP109117",SAMN30553474,chromosome,linear,npgm-contigger NBC_01768,3,2,0,9791653,10497525,46x,25216,501037099,6473551,57,9408,8853,"6, 6, 6 (5S, 16S, 23S)",72,70.4,355,351,4,1,0,356,,50.0,Streptomyces,Streptomyces sp003846175,,Streptomyces sp003846175,GCA_035917835.1,Complete genome,undefined,3,NBC_01768,Streptomyces sp. NBC_01768,custom
NBC_01769,Streptomyces,brevispora,CP109114,SAMN30553475,chromosome,linear,npgm-contigger NBC_01769,1,0,0,7883535,7883535,103x,23926,817597296,5657278,21,7207,6734,"6, 6, 6 (5S, 16S, 23S)",71,70.3,354,353,1,1,1,356,208888.0,,Streptomyces,Streptomyces brevispora,,Streptomyces brevispora,GCA_035917795.1,Complete genome,undefined,1,NBC 01769,Streptomyces brevispora,custom
